9	257592	idle
11	257592	idle
13	257592	idle
15	257592	idle
17	257592	idle
34	1104524	composing
36	1239976	composing
38	1598344	composing
40	1804700	composing
42	1804700	composing
44	1804700	composing
46	1804700	composing
48	896588	composing
50	765048	composing
52	765048	composing
54	765048	composing
56	765048	composing
58	765048	composing
60	765048	composing
62	765048	composing
64	765048	composing
66	765048	composing
68	765048	composing
70	765048	composing
72	765048	composing
74	765048	composing
76	765048	composing
78	765048	composing
80	765048	composing
82	765048	composing
84	765048	composing
86	765048	composing
88	765048	composing
90	765048	composing
92	765048	composing
94	765048	composing
96	765048	composing
98	765048	composing
100	765048	composing
102	765048	composing
104	765048	composing
106	765048	composing
108	765048	composing
110	765048	composing
112	765048	composing
114	765048	composing
116	765048	composing
118	765048	composing
120	765048	composing
122	765048	composing
124	765048	after
126	765048	after
128	765048	after
130	765048	after
132	765048	after
134	765048	after
136	765048	after
138	765048	after
140	765048	after
142	765048	after
144	765048	after
146	765048	after
148	765048	after
150	765048	after
152	765048	after
154	765048	after
156	765048	after
158	765048	after
160	765048	after
162	765048	after
164	765048	after
166	765048	after
168	765048	after
170	765048	after
172	765048	after
174	765048	after
176	765048	after
178	765048	after
180	765048	after
182	765052	after
184	765052	after
186	765052	after
188	765052	after
190	765052	after
192	765052	after
194	765052	after
196	765052	after
198	765052	after
200	765052	after
202	765052	after
204	765052	after
206	765052	after
208	765052	after
210	765052	after
212	765052	after
214	765052	after
216	765052	after
218	765052	after
220	765052	after
222	765052	after
224	765052	after
226	765052	after
228	765052	after
230	765052	after
232	765052	after
234	765052	after
236	765052	after
238	765052	after
240	765052	after
242	765052	after
